	id	created_ts	text	user.name	location	verified	entities	RT	quoted_text
40134	1236262784293154817	2020-03-07 12:09:51	RT @IzzRaifHarz: The cases are a lot but good thing we can still detect the connection. When they can't find the source anymore, that's whe…	nexus lumia94	None	False	{u'user_mentions': [{u'id': 96706870, u'indices': [3, 15], u'id_str': u'96706870', u'screen_name': u'IzzRaifHarz', u'name': u'izzi'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	28 lagi kes hari ni. We are at 83 cases now. #Coronavirus https://t.co/pL5pKW535h
40287	1236264151091154945	2020-03-07 12:15:16	New post: NBA Warns Teams To Prepare For Chance Of Playing Without Fans Amid Coronavirus https://t.co/SfldoOTX6X  Join our discord for exclusive content https://t.co/l3SvOZxyC0   #GKR #beatmakers #producers #music #MusicArtist #beats #life #success	Get Known Radio	DETROIT / NEW JERSEY	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/SfldoOTX6X', u'indices': [89, 112], u'expanded_url': u'https://getknownradio.com/nba-warns-teams-to-prepare-for-chance-of-playing-without-fans-amid-coronavirus-2/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter', u'display_url': u'getknownradio.com/nba-warns-team\u2026'}, {u'url': u'https://t.co/4fHJO9DELo', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1236264151091154945', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
40362	1236264667623960576	2020-03-07 12:17:20	"RT @FluTrackers: Please retweet far &amp; wide:   CDC - Older adults and people who have severe chronic medical conditions - ""Stay at home as m…"	Opticalreader	Antalya, İstanbul, Saros...	False	{u'user_mentions': [{u'id': 19087092, u'indices': [3, 15], u'id_str': u'19087092', u'screen_name': u'FluTrackers', u'name': u'FluTrackers.com'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
40554	1236266243495211008	2020-03-07 12:23:35	RT @DrZweliMkhize: Health care workers and nurses at Greys Hospital show their enthusiasm and readiness to deal with the current situation.…	Khanyisa #NoteToSelf OUT NOW	Cape Town, South Africa	False	{u'user_mentions': [{u'id': 844486678324658176, u'indices': [3, 17], u'id_str': u'844486678324658176', u'screen_name': u'DrZweliMkhize', u'name': u'Dr Zweli Mkhize'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
40619	1236266723025838080	2020-03-07 12:25:30	RT @businessinsider: A leaked presentation reveals the document US hospitals are using to prepare for a major coronavirus outbreak. It esti…	cole	Pennsylvania, USA	False	{u'user_mentions': [{u'id': 20562637, u'indices': [3, 19], u'id_str': u'20562637', u'screen_name': u'businessinsider', u'name': u'Business Insider'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
40831	1236268333118435328	2020-03-07 12:31:54	More pressure for eSwatini to escalate readiness as South Africa confirms another case of CoronaVirus. https://t.co/MVjctk6if6 https://t.co/CkOUQaVoLQ	Swazi News	Swaziland	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/0OmHzGnJJn', u'indices': [104, 127], u'expanded_url': u'https://twitter.com/i/web/status/1236268333118435328', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
40917	1236269163234168839	2020-03-07 12:35:11	RT @stephenfry: The #Coronavirus is spreading. Let’s make education spread faster. Please read &amp; retweet to so we are all ready for #COVID1…	Thetekkie42	None	False	{u'user_mentions': [{u'id': 15439395, u'indices': [3, 14], u'id_str': u'15439395', u'screen_name': u'stephenfry', u'name': u'Stephen Fry'}], u'symbols': [], u'hashtags': [{u'indices': [20, 32], u'text': u'Coronavirus'}], u'urls': []}	1	
41027	1236269890715021312	2020-03-07 12:38:05	RT @businessinsider: A leaked presentation reveals the document US hospitals are using to prepare for a major coronavirus outbreak. It esti…	theodor w. ADORNEDo	None	False	{u'user_mentions': [{u'id': 20562637, u'indices': [3, 19], u'id_str': u'20562637', u'screen_name': u'businessinsider', u'name': u'Business Insider'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
41042	1236270026317017088	2020-03-07 12:38:37	Lord we pray against the coronavirus and its spread, sadly the decision has been taken to cancel our All Saints BH teas this Wednesday and now I have to prepare an extra semon or two!	All Saints Branksome	Poole, Dorset, BH13 7BP	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/ek6u5UPL7O', u'indices': [116, 139], u'expanded_url': u'https://twitter.com/i/web/status/1236270026317017088', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
41110	1236270634419789826	2020-03-07 12:41:02	RT @VhoLulu: Steve Kekana offering to help Babsie Mlangeni cross the road	Mfanelo Khumalo	Durban, South Africa	False	{u'user_mentions': [{u'id': 1045247086005030912, u'indices': [3, 11], u'id_str': u'1045247086005030912', u'screen_name': u'VhoLulu', u'name': u'Mohau'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	China ready to assist SA with coronavirus  https://t.co/iGBFTO2FBB
41289	1236272162920632320	2020-03-07 12:47:07	"RT @MSNBC: Austin Mayor Steve Adler on canceling SXSW over coronavirus concerns: ""It was something that was necessary in order to prepare f…"	Aranck J. Donald	None	False	{u'user_mentions': [{u'id': 2836421, u'indices': [3, 9], u'id_str': u'2836421', u'screen_name': u'MSNBC', u'name': u'MSNBC'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
41318	1236272386007130113	2020-03-07 12:48:00	RT @stephenfry: The #Coronavirus is spreading. Let’s make education spread faster. Please read &amp; retweet to so we are all ready for #COVID1…	Black Widow	None	False	{u'user_mentions': [{u'id': 15439395, u'indices': [3, 14], u'id_str': u'15439395', u'screen_name': u'stephenfry', u'name': u'Stephen Fry'}], u'symbols': [], u'hashtags': [{u'indices': [20, 32], u'text': u'Coronavirus'}], u'urls': []}	1	
41369	1236272834739044352	2020-03-07 12:49:47	RT @USNationalGuard: Watch as the @CalGuard's @129RQW delivers COVID-19 test-kits to the Grand Princess Cruise liner currently off the coas…	Robin	Arkansas, USA	False	{u'user_mentions': [{u'id': 31310158, u'indices': [3, 19], u'id_str': u'31310158', u'screen_name': u'USNationalGuard', u'name': u'National Guard'}, {u'id': 314770217, u'indices': [34, 43], u'id_str': u'314770217', u'screen_name': u'CalGuard', u'name': u'CaliforniaGuard'}, {u'id': 19202772, u'indices': [46, 53], u'id_str': u'19202772', u'screen_name': u'129RQW', u'name': u'129th Rescue Wing'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
41426	1236273303691689985	2020-03-07 12:51:39	RT @chrislhayes: Almost two weeks ago Dr. Messonier said that containment would fail and inevitably the virus would spread and we should al…	Donna Ward	Bayonne, NJ	False	{u'user_mentions': [{u'id': 4207961, u'indices': [3, 15], u'id_str': u'4207961', u'screen_name': u'chrislhayes', u'name': u'Chris Hayes'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
41445	1236273489398636548	2020-03-07 12:52:23	RT @RoyaltiOnWheels: What a wow	DapperShandis	Melmoth South Africa🇿🇦	False	{u'user_mentions': [{u'id': 1860140450, u'indices': [3, 19], u'id_str': u'1860140450', u'screen_name': u'RoyaltiOnWheels', u'name': u'Be Kind\u2764'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	China ready to assist SA with coronavirus  https://t.co/iGBFTO2FBB
41506	1236274057978548225	2020-03-07 12:54:38	RT @EmerShelley: Proud but not surprised at response. Public Health Medicine speciality training is with experienced colleagues who manage…	Mary O'Brien Sheehan	Dublin	False	{u'user_mentions': [{u'id': 952811577127985152, u'indices': [3, 15], u'id_str': u'952811577127985152', u'screen_name': u'EmerShelley', u'name': u'Emer Shelley'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	@McGarryPadraig @SimonHarrisTD @CMOIreland @ronan_glynn @roinnslainte @HSELive @hpscireland Expertise and specialist training of our Public Health workforce is needed year round every year not just for Coronavirus. This needs to be recognised properly and not just now. Infectious disease prevention and other PH work goes on all the time @roinnslainte @RCPI_news
41534	1236274488171540486	2020-03-07 12:56:21	State and local governments prepare coronavirus contingency plans https://t.co/Zejr5eQzCg @foxnewsnight @ShannonBream #surge how prepared are #Hospitals for #coronavirus #COVID19 #CoronaVirusChallenge #CoronaVirusSeattle #SaturdayVibes	Marc Siegel MD	None	False	{u'user_mentions': [{u'id': 919952370678812674, u'indices': [90, 103], u'id_str': u'919952370678812674', u'screen_name': u'foxnewsnight', u'name': u'Fox News @ Night'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/Zejr5eQzCg', u'indices': [66, 89], u'expanded_url': u'https://video.foxnews.com/v/6139223361001', u'display_url': u'video.foxnews.com/v/6139223361001'}, {u'url': u'https://t.co/IWNYj1EGxl', u'indices': [105, 128], u'expanded_url': u'https://twitter.com/i/web/status/1236274488171540486', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
41636	1236275412776505344	2020-03-07 13:00:01	The Fayette County Health Department is working with the Board of Education to come up with a plan to prepare for the potential spread of the coronavirus.  https://t.co/Rf8TI7Wrbp	WVNS 59News	Beckley/Princeton/Lewisburg	True	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/SbWu8oS9eT', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1236275412776505344', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
41747	1236276282561724417	2020-03-07 13:03:29	"RT @DrPascalMeier: Message from Italian Doctors to the world: ""GET READY"" for #COVID19 #CoronaVirus - as ~10% (!) of patients there ended u…"	Aloha Meave MD	None	False	{u'user_mentions': [{u'id': 155202983, u'indices': [3, 17], u'id_str': u'155202983', u'screen_name': u'DrPascalMeier', u'name': u'Pascal Meier,MD'}], u'symbols': [], u'hashtags': [{u'indices': [78, 86], u'text': u'COVID19'}, {u'indices': [87, 99], u'text': u'CoronaVirus'}], u'urls': []}	1	10% of COVID patients in intensive care unit…  Message from the ESICM President &amp; colleagues in Northern Italy: GET READY  https://t.co/ow48KWxU55 https://t.co/47UtsRbc8O
41998	1236278478426771457	2020-03-07 13:12:12	RT @wef: Be Smart and wear a mask during #COVID19 only: 1️⃣ If you are a health worker treating COVID-19 patients 2️⃣ If you are healthy, b…	Mjudana_Kokwa	South Africa	False	{u'user_mentions': [{u'id': 5120691, u'indices': [3, 7], u'id_str': u'5120691', u'screen_name': u'wef', u'name': u'World Economic Forum'}], u'symbols': [], u'hashtags': [{u'indices': [41, 49], u'text': u'COVID19'}], u'urls': []}	1	
42120	1236279502680064002	2020-03-07 13:16:17	RT @DanRather: We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell are the c…	SONOFDAT	None	False	{u'user_mentions': [{u'id': 36711022, u'indices': [3, 13], u'id_str': u'36711022', u'screen_name': u'DanRather', u'name': u'Dan Rather'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
42147	1236279720599265288	2020-03-07 13:17:09	#Coronavirus : Is #India prepared for an outbreak? By Tuesday, more than 600,000 people had been #tested for the virus at the country's 21 airports and 77 seaports....  India is more ready than #USA!  https://t.co/T32lTi6JIP	Ray Shillito	North Carolina, USA	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [{u'indices': [0, 12], u'text': u'Coronavirus'}, {u'indices': [18, 24], u'text': u'India'}, {u'indices': [97, 104], u'text': u'tested'}], u'urls': [{u'url': u'https://t.co/dHd5Bna0Td', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1236279720599265288', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
42193	1236280024015175681	2020-03-07 13:18:21	RT @E2Today: Common Sense Provides Resources for Parents to Prepare for Coronavirus School Closures | Common Sense Media https://t.co/lD5XN…	Today's Catholic Teacher	None	False	{u'user_mentions': [{u'id': 1093963759092187137, u'indices': [3, 11], u'id_str': u'1093963759092187137', u'screen_name': u'E2Today', u'name': u'E2Today'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
42383	1236281397150695424	2020-03-07 13:23:48	RT @DanRather: We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell are the c…	Remove 45 (Proud Never Trumper)	United States	False	{u'user_mentions': [{u'id': 36711022, u'indices': [3, 13], u'id_str': u'36711022', u'screen_name': u'DanRather', u'name': u'Dan Rather'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
42414	1236281630362415104	2020-03-07 13:24:44	RT @Surgeon_General: 5/5 in the interim, please remember- the best way to stop the spread of #coronavirus is with good face, hand and respi…	Stefanie Winston	washington dc	False	{u'user_mentions': [{u'id': 455024343, u'indices': [3, 19], u'id_str': u'455024343', u'screen_name': u'Surgeon_General', u'name': u'U.S. Surgeon General'}], u'symbols': [], u'hashtags': [{u'indices': [93, 105], u'text': u'coronavirus'}], u'urls': []}	1	
42440	1236281844758450176	2020-03-07 13:25:35	RT @WHO: Be Safe if #COVID19 arrives in your community. Find out:  1⃣ how to prevent #coronavirus infection (regular handwashing &amp; respirat…	Beverly Hills Prepared	Beverly Hills, CA	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [20, 28], u'text': u'COVID19'}, {u'indices': [85, 97], u'text': u'coronavirus'}], u'urls': []}	1	
42687	1236283284759379971	2020-03-07 13:31:18	Who is Peter Hotez? Doctor reveals Coronavirus vaccine was ready years ago but trial never happened https://t.co/4ZL1YR5wqs via @IBTimesSG	Nadia J. نادية	Chicago	False	{u'user_mentions': [{u'id': 711844276569681920, u'indices': [128, 138], u'id_str': u'711844276569681920', u'screen_name': u'IBTimesSG', u'name': u'IBTimes SG'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/4ZL1YR5wqs', u'indices': [100, 123], u'expanded_url': u'https://www.ibtimes.sg/A000AXi', u'display_url': u'ibtimes.sg/A000AXi'}]}	0	
42715	1236283439294246912	2020-03-07 13:31:55	Millions of US and Japanese citizens are ready for class action lawsuit against princess cruise whose unfortunate passengers are spreading corona virus in their lands.  #GrandPrincess #DiamondPrincess #coronavirus	rugby nyc	United States	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/Rl3KuDy7AH', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1236283439294246912', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
42751	1236283664155193345	2020-03-07 13:32:49	RT @Smithkjj: #COVIDー19 for families this is about having conversations and thinking how you would manage with home isolation. It’s not abo…	Kirsten Major	Sheffield	False	{u'user_mentions': [{u'id': 133038164, u'indices': [3, 12], u'id_str': u'133038164', u'screen_name': u'Smithkjj', u'name': u'Kev Smith'}], u'symbols': [], u'hashtags': [{u'indices': [14, 23], u'text': u'COVID\u30fc19'}], u'urls': []}	1	
42965	1236284802577416193	2020-03-07 13:37:20	RT @WHO: Be Safe if #COVID19 arrives in your community. Find out:  1⃣ how to prevent #coronavirus infection (regular handwashing &amp; respirat…	Dr. Carleara Weiss	NY 	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [20, 28], u'text': u'COVID19'}, {u'indices': [85, 97], u'text': u'coronavirus'}], u'urls': []}	1	
43117	1236285663949074432	2020-03-07 13:40:46	RT @DanRather: We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell are the c…	IRI$H THE PEN	ATL - Otown - LA☘	False	{u'user_mentions': [{u'id': 36711022, u'indices': [3, 13], u'id_str': u'36711022', u'screen_name': u'DanRather', u'name': u'Dan Rather'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
43151	1236285855834296321	2020-03-07 13:41:31	RT @WHO: Be Safe if #COVID19 arrives in your community. Find out:  1⃣ how to prevent #coronavirus infection (regular handwashing &amp; respirat…	Rosemary	UK	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [20, 28], u'text': u'COVID19'}, {u'indices': [85, 97], u'text': u'coronavirus'}], u'urls': []}	1	
43172	1236285979301986304	2020-03-07 13:42:01	RT @DanRather: We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell are the c…	Cat	None	False	{u'user_mentions': [{u'id': 36711022, u'indices': [3, 13], u'id_str': u'36711022', u'screen_name': u'DanRather', u'name': u'Dan Rather'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
43174	1236285982389014528	2020-03-07 13:42:01	RT @stephenfry: The #Coronavirus is spreading. Let’s make education spread faster. Please read &amp; retweet to so we are all ready for #COVID1…	очевидность капитана	Russia	False	{u'user_mentions': [{u'id': 15439395, u'indices': [3, 14], u'id_str': u'15439395', u'screen_name': u'stephenfry', u'name': u'Stephen Fry'}], u'symbols': [], u'hashtags': [{u'indices': [20, 32], u'text': u'Coronavirus'}], u'urls': []}	1	
43271	1236286536947101696	2020-03-07 13:44:14	To manage your social media account click this link https://t.co/snFShArpmg	Al amin	Natore Rajshahi	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/snFShArpmg', u'indices': [52, 75], u'expanded_url': u'https://www.fiverr.com/share/WEKmQ5', u'display_url': u'fiverr.com/share/WEKmQ5'}]}	0	We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell are the coronavirus tests!
43514	1236287957310586882	2020-03-07 13:49:52	RT @DanRather: We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell are the c…	Kristin Meyers	Chesapeake Bay Country	False	{u'user_mentions': [{u'id': 36711022, u'indices': [3, 13], u'id_str': u'36711022', u'screen_name': u'DanRather', u'name': u'Dan Rather'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
43828	1236290008027365378	2020-03-07 13:58:01	Grandmother with Parkinson's 'left on UCHW corridor for 12 hours'  Ready for coronavirus Are we fuck https://t.co/rswPCqfcUK	michelle maher	brighton	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/rswPCqfcUK', u'indices': [101, 124], u'expanded_url': u'https://www.coventrytelegraph.net/news/coventry-news/grandmother-parkinsons-left-uchw-corridor-17561043?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar', u'display_url': u'coventrytelegraph.net/news/coventry-\u2026'}]}	0	
43944	1236290824129961984	2020-03-07 14:01:16	RT @ProFootballTalk: Coronavirus prompts NBA to tell teams to prepare to play games without fans, if necessary https://t.co/rMdubAXDtL	Rick	Ohio	False	{u'user_mentions': [{u'id': 16672159, u'indices': [3, 19], u'id_str': u'16672159', u'screen_name': u'ProFootballTalk', u'name': u'ProFootballTalk'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/rMdubAXDtL', u'indices': [111, 134], u'expanded_url': u'https://wp.me/pbBqYq-bt3J', u'display_url': u'wp.me/pbBqYq-bt3J'}]}	1	
44125	1236292084837072901	2020-03-07 14:06:16	Time for a verdict:Thus far, in the first real major crisis of his presidency that he did not himself create, Trump has been an abject failure in managing the onset of Coronavirus. His lies, partisanship, ignorance, lack of preparation &amp; lack of basic humanity have made it worse.	David Rothkopf	Washington, DC & New York City	True	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/JW32kysJyp', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1236292084837072901', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
44152	1236292258908995586	2020-03-07 14:06:58	RT @WhiteHouse: President @realDonaldTrump's early action on coronavirus bought time and saved lives.   Community leaders can help by shari…	That Woman 🖤	Trump Country	False	{u'user_mentions': [{u'id': 822215673812119553, u'indices': [3, 14], u'id_str': u'822215673812119553', u'screen_name': u'WhiteHouse', u'name': u'The White House'}, {u'id': 25073877, u'indices': [26, 42], u'id_str': u'25073877', u'screen_name': u'realDonaldTrump', u'name': u'Donald J. Trump'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
44227	1236292752251523072	2020-03-07 14:08:56	RT @stephenfry: The #Coronavirus is spreading. Let’s make education spread faster. Please read &amp; retweet to so we are all ready for #COVID1…	Midori no Teikou	None	False	{u'user_mentions': [{u'id': 15439395, u'indices': [3, 14], u'id_str': u'15439395', u'screen_name': u'stephenfry', u'name': u'Stephen Fry'}], u'symbols': [], u'hashtags': [{u'indices': [20, 32], u'text': u'Coronavirus'}], u'urls': []}	1	
44231	1236292763467087872	2020-03-07 14:08:58	RT @djrothkopf: Time for a verdict:Thus far, in the first real major crisis of his presidency that he did not himself create, Trump has bee…	Lisa McLaughlin	None	False	{u'user_mentions': [{u'id': 402888514, u'indices': [3, 14], u'id_str': u'402888514', u'screen_name': u'djrothkopf', u'name': u'David Rothkopf'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
44271	1236292999207780352	2020-03-07 14:09:54	RT @WHO: Be Safe from #COVID19: 1⃣ Frequently clean 👐 by using alcohol-based rub or 🧼&amp; 💦 2⃣ When coughing &amp; sneezing 🤧 cover 👄 &amp; 👃🏻 with fl…	𝙎 𝙐 𝙍	🌎	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [22, 30], u'text': u'COVID19'}], u'urls': []}	1	
44286	1236293055852011520	2020-03-07 14:10:08	RT @WHO: WHO is mobilizing the 🌍🌏🌎 to help all people Be Ready for the new #coronavirus. We are calling on our partners &amp; people in all cou…	💛👗🇰🇼👛💛	México	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [75, 87], u'text': u'coronavirus'}], u'urls': []}	1	
44388	1236293384022745090	2020-03-07 14:11:26	RT @djrothkopf: Time for a verdict:Thus far, in the first real major crisis of his presidency that he did not himself create, Trump has bee…	Thomas Shanahan (Dr.) 🏳️‍🌈	Leeds, UK	False	{u'user_mentions': [{u'id': 402888514, u'indices': [3, 14], u'id_str': u'402888514', u'screen_name': u'djrothkopf', u'name': u'David Rothkopf'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
44399	1236293425999360000	2020-03-07 14:11:36	RT @paul_furber: Things I Learned From This BDA Drop (tm):  - current Corona stats are fake - it's mutating rapidly - POTUS stands ready to…	Trudy	West Virginia	False	{u'user_mentions': [{u'id': 56649139, u'indices': [3, 15], u'id_str': u'56649139', u'screen_name': u'paul_furber', u'name': u'Paul Furber'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
44548	1236294057262899200	2020-03-07 14:14:07	RT @djrothkopf: Time for a verdict:Thus far, in the first real major crisis of his presidency that he did not himself create, Trump has bee…	American Giga-Ohm is a hunter	Oregon, USA	False	{u'user_mentions': [{u'id': 402888514, u'indices': [3, 14], u'id_str': u'402888514', u'screen_name': u'djrothkopf', u'name': u'David Rothkopf'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
44594	1236294304785674240	2020-03-07 14:15:06	The best way to prepare for the Coronavirus is to Stop the Spread of Germs! Learn more about Coronavirus by visiting https://t.co/hAS2c7sYXh #COVID19 #Coronavirus #SJH https://t.co/x4KZbQEV0t	St. Joseph's Health	Paterson, New Jersey	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/nRe85Fmuat', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1236294304785674240', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
44717	1236294904231292928	2020-03-07 14:17:29	RT @WHO: Be Safe from #COVID19: 1⃣ Frequently clean 👐 by using alcohol-based rub or 🧼&amp; 💦 2⃣ When coughing &amp; sneezing 🤧 cover 👄 &amp; 👃🏻 with fl…	Jen @RealMomOfSFV	San Fernando Valley	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [22, 30], u'text': u'COVID19'}], u'urls': []}	1	
44746	1236295036490432512	2020-03-07 14:18:00	@rivm @ggdzhz @ECDC_EU @WHO Protect yourself and others from getting sick https://t.co/gUJYiezLU5	𝖠𝗇𝗈𝗇𝗒𝗆𝗈𝗎𝗌 - 𝗌𝗈𝗎𝗋𝖼𝖾 🌍	Europe 	False	{u'user_mentions': [{u'id': 35527415, u'indices': [0, 5], u'id_str': u'35527415', u'screen_name': u'rivm', u'name': u'RIVM'}, {u'id': 105146881, u'indices': [6, 13], u'id_str': u'105146881', u'screen_name': u'ggdzhz', u'name': u'GGD ZuidHollandZuid'}, {u'id': 204752573, u'indices': [14, 22], u'id_str': u'204752573', u'screen_name': u'ECDC_EU', u'name': u'ECDC'}, {u'id': 14499829, u'indices': [23, 27], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/gUJYiezLU5', u'indices': [74, 97], u'expanded_url': u'https://twitter.com/WHO/status/1236281806661586946?s=20', u'display_url': u'twitter.com/WHO/status/123\u2026'}]}	0	Be Safe if #COVID19 arrives in your community. Find out:  1⃣ how to prevent #coronavirus infection (regular handwashing &amp; respiratory hygiene)  2⃣ the symptoms of COVID-19  3⃣ who to call if you develop symptoms  Be Ready: https://t.co/4BaLDI1Yx5 https://t.co/BVEGYmpSx1
44762	1236295135228502016	2020-03-07 14:18:24	RT @DemFromCT: ladies and gentlemen, this is a fair assessment https://t.co/OErPgEGK6D	Kerr Avon 2020	Lynchburg, VA	False	{u'user_mentions': [{u'id': 19087651, u'indices': [3, 13], u'id_str': u'19087651', u'screen_name': u'DemFromCT', u'name': u'Greg Dworkin'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/OErPgEGK6D', u'indices': [63, 86], u'expanded_url': u'https://twitter.com/djrothkopf/status/1236292084837072901', u'display_url': u'twitter.com/djrothkopf/sta\u2026'}]}	1	Time for a verdict:Thus far, in the first real major crisis of his presidency that he did not himself create, Trump has been an abject failure in managing the onset of Coronavirus. His lies, partisanship, ignorance, lack of preparation &amp; lack of basic humanity have made it worse.
44971	1236296150745059331	2020-03-07 14:22:26	RT @mayawiley: I am about to lose all composure. https://t.co/3l6FBJdp07	LAURA daSilva	None	False	{u'user_mentions': [{u'id': 96675300, u'indices': [3, 13], u'id_str': u'96675300', u'screen_name': u'mayawiley', u'name': u'Maya Wiley'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/3l6FBJdp07', u'indices': [49, 72], u'expanded_url': u'https://twitter.com/paulareidcbs/status/1236002224234532865', u'display_url': u'twitter.com/paulareidcbs/s\u2026'}]}	1	ME: Why didn't they [send out #coronavirus tests and prepare hospitals] while it was contained? Get ahead of it?   @KellyannePolls: It is being contained. And, do you not think it's being contained?  MORE: https://t.co/EDtr5CEyFR https://t.co/CuqXMjsESP
